State,County,CD #,"CD Pop. in County","% of County in CD"
LA,Lincoln,5,"46,735",100.00%
LA,Livingston,6,"128,026",100.00%
LA,Madison,5,"12,093",100.00%
LA,Morehouse,5,"27,979",100.00%
LA,Natchitoches,4,"39,566",100.00%
LA,Orleans,1,"41,766",12.10%
LA,Orleans,2,"302,063",87.90%
LA,Ouachita,5,"153,720",100.00%
LA,Plaquemines,1,"23,042",100.00%
LA,Pointe Coupee,6,"22,802",100.00%
LA,Rapides,5,"131,613",100.00%
LA,Red River,4,"9,091",100.00%
LA,Richland,5,"20,725",100.00%
LA,Sabine,4,"24,233",100.00%
LA,St. Bernard,1,"35,897",100.00%
LA,St. Charles,2,"33,730",63.90%
LA,St. Charles,6,"19,050",36.10%
LA,St. Helena,5,"2,734",24.40%
LA,St. Helena,6,"8,469",75.60%
LA,St. James,2,"22,102",100.00%
LA,St. John the Baptist,2,"33,564",73.10%
LA,St. John the Baptist,6,"12,360",26.90%
LA,St. Landry,3,"2,995",3.60%
LA,St. Landry,4,"40,899",49.00%
LA,St. Landry,5,"39,490",47.40%
LA,St. Martin,3,"52,160",100.00%
LA,St. Mary,3,"54,650",100.00%
LA,St. Tammany,1,"233,740",100.00%
LA,Tangipahoa,1,"72,728",60.10%
LA,Tangipahoa,5,"48,369",39.90%
LA,Tensas,5,"5,252",100.00%
LA,Terrebonne,1,"69,471",62.10%
LA,Terrebonne,6,"42,389",37.90%
LA,Union,4,"22,721",100.00%
LA,Vermilion,3,"57,999",100.00%
LA,Vernon,4,"52,334",100.00%
LA,Washington,5,"47,168",100.00%
LA,Webster,4,"41,207",100.00%
LA,West Baton Rouge,2,"10,626",44.70%
LA,West Baton Rouge,6,"13,162",55.30%
LA,West Carroll,5,"11,604",100.00%
LA,West Feliciana,5,"15,625",100.00%
LA,Winn,5,"15,313",100.00%
MA,Barnstable,9,"215,888",100.00%
MA,Berkshire,1,"131,219",100.00%
MA,Bristol,4,"319,879",58.30%
MA,Bristol,8,"5,664",1.00%
MA,Bristol,9,"222,742",40.60%
MA,Dukes,9,"16,535",100.00%
MA,Essex,3,"209,562",28.20%
MA,Essex,6,"533,597",71.80%
MA,Franklin,1,"14,763",20.70%
MA,Franklin,2,"56,609",79.30%
MA,Hampden,1,"463,126",99.90%
MA,Hampden,2,364,0.10%
MA,Hampshire,1,"57,341",36.30%
MA,Hampshire,2,"100,739",63.70%
MA,Middlesex,3,"390,251",26.00%
MA,Middlesex,4,"100,071",6.70%
MA,Middlesex,5,"648,496",43.10%
MA,Middlesex,6,"193,918",12.90%
MA,Middlesex,7,"170,349",11.30%
MA,Nantucket,9,"10,172",100.00%
MA,Norfolk,2,"3,694",0.60%
MA,Norfolk,4,"263,052",39.20%
MA,Norfolk,7,"40,142",6.00%
MA,Norfolk,8,"363,962",54.30%
MA,Plymouth,4,"10,602",2.10%
MA,Plymouth,8,"222,140",44.90%
MA,Plymouth,9,"262,177",53.00%
MA,Suffolk,5,"69,243",9.60%
MA,Suffolk,6,9,0.00%
MA,Suffolk,7,"517,023",71.60%
MA,Suffolk,8,"135,748",18.80%
MA,Worcester,1,"61,066",7.60%
MA,Worcester,2,"566,108",70.90%
MA,Worcester,3,"127,701",16.00%
MA,Worcester,4,"33,910",4.20%
MA,Worcester,5,"9,767",1.20%
MD,Allegany,6,"75,087",100.00%
MD,Anne Arundel,2,"82,879",15.40%
MD,Anne Arundel,3,"218,099",40.60%
MD,Anne Arundel,4,"179,487",33.40%
MD,Anne Arundel,5,"57,191",10.60%
MD,Baltimore,1,"54,879",6.80%
MD,Baltimore,2,"426,822",53.00%
MD,Baltimore,3,"135,095",16.80%
MD,Baltimore,7,"188,233",23.40%
MD,Calvert,5,"88,737",100.00%
MD,Caroline,1,"33,066",100.00%
MD,Carroll,1,"64,960",38.90%
MD,Carroll,8,"102,174",61.10%
MD,Cecil,1,"101,108",100.00%
MD,Charles,5,"146,551",100.00%
MD,Dorchester,1,"32,618",100.00%
MD,Frederick,6,"117,162",50.20%
MD,Frederick,8,"116,223",49.80%
MD,Garrett,6,"30,097",100.00%
MD,Harford,1,"153,587",62.70%
MD,Harford,2,"91,239",37.30%
MD,Howard,2,"38,900",13.50%
MD,Howard,3,"91,701",31.90%
MD,Howard,7,"156,484",54.50%
MD,Kent,1,"20,197",100.00%
MD,Montgomery,3,"109,988",11.30%
MD,Montgomery,6,"358,738",36.90%
MD,Montgomery,8,"503,051",51.80%
MD,Prince Georges,4,"540,603",62.60%
MD,Prince Georges,5,"322,817",37.40%
MD,Queen Annes,1,"47,798",100.00%
MD,St. Marys,5,"105,151",100.00%
MD,Somerset,1,"26,470",100.00%
MD,Talbot,1,"37,782",100.00%
MD,Washington,6,"147,430",100.00%
MD,Wicomico,1,"98,733",100.00%
MD,Worcester,1,"51,454",100.00%
MD,Baltimore city,2,"83,605",13.50%
MD,Baltimore city,3,"165,211",26.60%
MD,Baltimore city,7,"372,145",59.90%
ME,Androscoggin,2,"107,702",100.00%
ME,Aroostook,2,"71,870",100.00%
ME,Cumberland,1,"281,674",100.00%
ME,Franklin,2,"30,768",100.00%
ME,Hancock,2,"54,418",100.00%
ME,Kennebec,1,"75,889",62.10%
ME,Kennebec,2,"46,262",37.90%
ME,Knox,1,"39,736",100.00%
ME,Lincoln,1,"34,457",100.00%
ME,Oxford,2,"57,833",100.00%
ME,Penobscot,2,"153,923",100.00%
ME,Piscataquis,2,"17,535",100.00%
ME,Sagadahoc,1,"35,293",100.00%
ME,Somerset,2,"52,228",100.00%
ME,Waldo,2,"38,786",100.00%
ME,Washington,2,"32,856",100.00%
ME,York,1,"197,131",100.00%
MI,Alcona,1,"10,942",100.00%
MI,Alger,1,"9,601",100.00%
MI,Allegan,2,"2,424",2.20%
MI,Allegan,6,"108,984",97.80%
MI,Alpena,1,"29,598",100.00%
MI,Antrim,1,"23,580",100.00%
MI,Arenac,5,"15,899",100.00%
MI,Baraga,1,"8,860",100.00%
MI,Barry,3,"59,173",100.00%
MI,Bay,5,"107,771",100.00%
MI,Benzie,1,"17,525",100.00%
MI,Berrien,6,"156,813",100.00%
MI,Branch,7,"45,248",100.00%
MI,Calhoun,3,"136,146",100.00%
MI,Cass,6,"52,293",100.00%
MI,Charlevoix,1,"25,949",100.00%
MI,Cheboygan,1,"26,152",100.00%
MI,Chippewa,1,"38,520",100.00%
MI,Clare,4,"30,926",100.00%
MI,Clinton,4,"75,382",100.00%
MI,Crawford,1,"14,074",100.00%
MI,Delta,1,"37,069",100.00%
MI,Dickinson,1,"26,168",100.00%
MI,Eaton,7,"107,759",100.00%
MI,Emmet,1,"32,694",100.00%
MI,Genesee,5,"425,790",100.00%
MI,Gladwin,4,"25,692",100.00%
MI,Gogebic,1,"16,427",100.00%
MI,Grand Traverse,1,"86,986",100.00%
MI,Gratiot,4,"42,476",100.00%
MI,Hillsdale,7,"46,688",100.00%
MI,Houghton,1,"36,628",100.00%
MI,Huron,10,"33,118",100.00%
MI,Ingham,8,"280,895",100.00%
MI,Ionia,3,"63,905",100.00%
MI,Iosco,5,"25,887",100.00%
MI,Iron,1,"11,817",100.00%
MI,Isabella,4,"70,311",100.00%
MI,Jackson,7,"160,248",100.00%
MI,Kalamazoo,6,"250,331",100.00%
MI,Kalkaska,1,"17,153",100.00%
MI,Kent,2,"159,860",26.50%
MI,Kent,3,"442,762",73.50%
MI,Keweenaw,1,"2,156",100.00%
MI,Lake,2,"11,539",100.00%
MI,Lapeer,10,"88,319",100.00%
MI,Leelanau,1,"21,708",100.00%
MI,Lenawee,7,"99,892",100.00%
MI,Livingston,8,"180,967",100.00%
MI,Luce,1,"6,631",100.00%
MI,Mackinac,1,"11,113",100.00%
MI,Macomb,9,"500,365",59.50%
MI,Macomb,10,"340,613",40.50%
MI,Manistee,1,"24,733",100.00%
MI,Marquette,1,"67,077",100.00%
MI,Mason,1,"7,574",26.40%
MI,Mason,2,"21,131",73.60%
MI,Mecosta,4,"42,798",100.00%
MI,Menominee,1,"24,029",100.00%
MI,Midland,4,"83,629",100.00%
MI,Missaukee,4,"14,849",100.00%
MI,Monroe,7,"152,021",100.00%
MI,Montcalm,3,"3,990",6.30%
MI,Montcalm,4,"59,352",93.70%
MI,Montmorency,1,"9,765",100.00%
MI,Muskegon,2,"172,188",100.00%
MI,Newaygo,2,"48,460",100.00%
MI,Oakland,8,"244,106",20.30%
MI,Oakland,9,"205,474",17.10%
MI,Oakland,10,7,0.00%
MI,Oakland,11,"450,967",37.50%
MI,Oakland,14,"301,808",25.10%
MI,Oceana,2,"26,570",100.00%
MI,Ogemaw,4,"21,699",100.00%
MI,Ontonagon,1,"6,780",100.00%
MI,Osceola,4,"23,528",100.00%
MI,Oscoda,1,"8,640",100.00%
MI,Otsego,1,"24,164",100.00%
MI,Ottawa,2,"263,801",100.00%
MI,Presque Isle,1,"13,376",100.00%
MI,Roscommon,4,"24,449",100.00%
MI,Saginaw,4,"87,500",43.70%
MI,Saginaw,5,"112,669",56.30%
MI,St. Clair,10,"163,040",100.00%
MI,St. Joseph,6,"61,295",100.00%
MI,Sanilac,10,"43,114",100.00%
MI,Schoolcraft,1,"8,485",100.00%
MI,Shiawassee,4,"70,648",100.00%
MI,Tuscola,5,"17,959",32.20%
MI,Tuscola,10,"37,770",67.80%
MI,Van Buren,6,"76,258",100.00%
MI,Washtenaw,7,"94,118",27.30%
MI,Washtenaw,12,"250,673",72.70%
MI,Wayne,9,5,0.00%
MI,Wayne,11,"255,007",14.00%
MI,Wayne,12,"455,257",25.00%
MI,Wayne,13,"706,018",38.80%
MI,Wayne,14,"404,297",22.20%
MI,Wexford,4,"32,735",100.00%
MN,Aitkin,8,"16,202",100.00%
MN,Anoka,3,"61,476",18.60%
MN,Anoka,5,"53,682",16.20%
MN,Anoka,6,"215,686",65.20%
MN,Becker,7,"32,504",100.00%
MN,Beltrami,7,"30,001",67.50%
MN,Beltrami,8,"14,441",32.50%
MN,Benton,6,"38,451",100.00%
MN,Big Stone,7,"5,269",100.00%
MN,Blue Earth,1,"64,013",100.00%
MN,Brown,1,"25,893",100.00%
MN,Carlton,8,"35,386",100.00%
MN,Carver,3,"56,363",61.90%
MN,Carver,6,"34,679",38.10%
MN,Cass,8,"28,567",100.00%
MN,Chippewa,7,"12,441",100.00%
MN,Chisago,8,"53,887",100.00%
MN,Clay,7,"58,999",100.00%
MN,Clearwater,7,"8,695",100.00%
MN,Cook,8,"5,176",100.00%
MN,Cottonwood,1,"3,803",32.50%
MN,Cottonwood,7,"7,884",67.50%
MN,Crow Wing,8,"62,500",100.00%
MN,Dakota,2,"398,552",100.00%
MN,Dodge,1,"20,087",100.00%
MN,Douglas,7,"36,009",100.00%
MN,Faribault,1,"14,553",100.00%
MN,Fillmore,1,"20,866",100.00%
MN,Freeborn,1,"31,255",100.00%
MN,Goodhue,2,"46,183",100.00%
MN,Grant,7,"6,018",100.00%
MN,Hennepin,3,"545,151",47.30%
MN,Hennepin,5,"606,239",52.60%
MN,Hennepin,6,"1,035",0.10%
MN,Houston,1,"19,027",100.00%
MN,Hubbard,8,"20,428",100.00%
MN,Isanti,8,"37,816",100.00%
MN,Itasca,8,"45,058",100.00%
MN,Jackson,1,"10,266",100.00%
MN,Kanabec,8,"16,239",100.00%
MN,Kandiyohi,7,"42,239",100.00%
MN,Kittson,7,"4,552",100.00%
MN,Koochiching,8,"13,311",100.00%
MN,Lac qui Parle,7,"7,259",100.00%
MN,Lake,8,"10,866",100.00%
MN,Lake of the Woods,7,"4,045",100.00%
MN,Le Sueur,1,"27,703",100.00%
MN,Lincoln,7,"5,896",100.00%
MN,Lyon,7,"25,857",100.00%
MN,McLeod,7,"36,651",100.00%
MN,Mahnomen,7,"5,413",100.00%
MN,Marshall,7,"9,439",100.00%
MN,Martin,1,"20,840",100.00%
MN,Meeker,7,"23,300",100.00%
MN,Mille Lacs,8,"26,097",100.00%
MN,Morrison,8,"33,198",100.00%
MN,Mower,1,"39,163",100.00%
MN,Murray,7,"8,725",100.00%
MN,Nicollet,1,"32,727",100.00%
MN,Nobles,1,"21,378",100.00%
MN,Norman,7,"6,852",100.00%
MN,Olmsted,1,"144,248",100.00%
MN,Otter Tail,7,"57,303",100.00%
MN,Pennington,7,"13,930",100.00%
MN,Pine,8,"29,750",100.00%
MN,Pipestone,7,"9,596",100.00%
MN,Polk,7,"31,600",100.00%
MN,Pope,7,"10,995",100.00%
MN,Ramsey,4,"505,570",99.40%
MN,Ramsey,5,"3,070",0.60%
MN,Red Lake,7,"4,089",100.00%
MN,Redwood,7,"16,059",100.00%
MN,Renville,7,"15,730",100.00%
MN,Rice,1,"39,098",61.00%
MN,Rice,2,"25,044",39.00%
MN,Rock,1,"9,687",100.00%
MN,Roseau,7,"15,629",100.00%
MN,St. Louis,8,"200,226",100.00%
MN,Scott,2,"129,928",100.00%
MN,Sherburne,6,"88,499",100.00%
MN,Sibley,7,"15,226",100.00%
MN,Stearns,6,"120,835",80.20%
MN,Stearns,7,"29,807",19.80%
MN,Steele,1,"36,576",100.00%
MN,Stevens,7,"9,726",100.00%
MN,Swift,7,"9,783",100.00%
MN,Todd,7,"24,895",100.00%
MN,Traverse,7,"3,558",100.00%
MN,Wabasha,2,"21,676",100.00%
MN,Wadena,8,"13,843",100.00%
MN,Waseca,1,"19,136",100.00%
MN,Washington,2,"41,608",17.50%
MN,Washington,4,"157,420",66.10%
MN,Washington,6,"39,108",16.40%
MN,Watonwan,1,"11,211",100.00%
MN,Wilkin,7,"6,576",100.00%
MN,Winona,1,"51,461",100.00%
MN,Wright,6,"124,700",100.00%
MN,Yellow Medicine,7,"10,438",100.00%
MO,Adair,6,"25,607",100.00%
MO,Andrew,6,"17,291",100.00%
MO,Atchison,6,"5,685",100.00%
MO,Audrain,4,"19,204",75.20%
MO,Audrain,6,"6,325",24.80%
MO,Barry,7,"35,597",100.00%
MO,Barton,4,"12,402",100.00%
MO,Bates,4,"17,049",100.00%
MO,Benton,4,"19,056",100.00%
MO,Bollinger,8,"12,363",100.00%
MO,Boone,4,"162,642",100.00%
MO,Buchanan,6,"89,201",100.00%
MO,Butler,8,"42,794",100.00%
MO,Caldwell,6,"9,424",100.00%
MO,Callaway,3,"44,332",100.00%
MO,Camden,3,"26,722",60.70%
MO,Camden,4,"17,280",39.30%
MO,Cape Girardeau,8,"75,674",100.00%
MO,Carroll,6,"9,295",100.00%
MO,Carter,8,"6,265",100.00%
MO,Cass,4,"99,478",100.00%
MO,Cedar,4,"13,982",100.00%
MO,Chariton,6,"7,831",100.00%
MO,Christian,7,"77,422",100.00%
MO,Clark,6,"7,139",100.00%
MO,Clay,5,"73,731",33.20%
MO,Clay,6,"148,208",66.80%
MO,Clinton,6,"20,743",100.00%
MO,Cole,3,"75,990",100.00%
MO,Cooper,4,"17,601",100.00%
MO,Crawford,8,"24,696",100.00%
MO,Dade,4,"7,883",100.00%
MO,Dallas,4,"16,777",100.00%
MO,Daviess,6,"8,433",100.00%
MO,DeKalb,6,"12,892",100.00%
MO,Dent,8,"15,657",100.00%
MO,Douglas,8,"13,684",100.00%
MO,Dunklin,8,"31,953",100.00%
MO,Franklin,3,"101,492",100.00%
MO,Gasconade,3,"15,222",100.00%
MO,Gentry,6,"6,738",100.00%
MO,Greene,7,"275,174",100.00%
MO,Grundy,6,"10,261",100.00%
MO,Harrison,6,"8,957",100.00%
MO,Henry,4,"22,272",100.00%
MO,Hickory,4,"9,627",100.00%
MO,Holt,6,"4,912",100.00%
MO,Howard,4,"10,144",100.00%
MO,Howell,8,"40,400",100.00%
MO,Iron,8,"10,630",100.00%
MO,Jackson,4,21,0.00%
MO,Jackson,5,"594,619",88.20%
MO,Jackson,6,"79,518",11.80%
MO,Jasper,7,"117,404",100.00%
MO,Jefferson,2,"44,106",20.20%
MO,Jefferson,3,"114,133",52.20%
MO,Jefferson,8,"60,494",27.70%
MO,Johnson,4,"52,595",100.00%
MO,Knox,6,"4,131",100.00%
MO,Laclede,4,"35,571",100.00%
MO,Lafayette,5,"33,381",100.00%
MO,Lawrence,7,"38,634",100.00%
MO,Lewis,6,"10,211",100.00%
MO,Lincoln,3,"52,566",100.00%
MO,Linn,6,"12,761",100.00%
MO,Livingston,6,"15,195",100.00%
MO,McDonald,7,"23,083",100.00%
MO,Macon,6,"15,566",100.00%
MO,Madison,8,"12,226",100.00%
MO,Maries,3,"9,176",100.00%
MO,Marion,6,"28,781",100.00%
MO,Mercer,6,"3,785",100.00%
MO,Miller,3,"24,748",100.00%
MO,Mississippi,8,"14,358",100.00%
MO,Moniteau,4,"15,607",100.00%
MO,Monroe,6,"8,840",100.00%
MO,Montgomery,3,"12,236",100.00%
MO,Morgan,4,"20,565",100.00%
MO,New Madrid,8,"18,956",100.00%
MO,Newton,7,"58,114",100.00%
MO,Nodaway,6,"23,370",100.00%
MO,Oregon,8,"10,881",100.00%
MO,Osage,3,"13,878",100.00%
MO,Ozark,8,"9,723",100.00%
MO,Pemiscot,8,"18,296",100.00%
MO,Perry,8,"18,971",100.00%
MO,Pettis,4,"42,201",100.00%
MO,Phelps,8,"45,156",100.00%
MO,Pike,6,"18,516",100.00%
MO,Platte,6,"89,322",100.00%
MO,Polk,7,"31,137",100.00%
MO,Pulaski,4,"52,274",100.00%
MO,Putnam,6,"4,979",100.00%
MO,Ralls,6,"10,167",100.00%
MO,Randolph,4,"25,414",100.00%
MO,Ray,5,"23,494",100.00%
MO,Reynolds,8,"6,696",100.00%
MO,Ripley,8,"14,100",100.00%
MO,St. Charles,2,"134,878",37.40%
MO,St. Charles,3,"225,607",62.60%
MO,St. Clair,4,"9,805",100.00%
MO,Ste. Genevieve,8,"18,145",100.00%
MO,St. Francois,8,"65,359",100.00%
MO,St. Louis,1,"429,324",43.00%
MO,St. Louis,2,"569,630",57.00%
MO,Saline,5,"23,370",100.00%
MO,Schuyler,6,"4,431",100.00%
MO,Scotland,6,"4,843",100.00%
MO,Scott,8,"39,191",100.00%
MO,Shannon,8,"8,441",100.00%
MO,Shelby,6,"6,373",100.00%
MO,Stoddard,8,"29,968",100.00%
MO,Stone,7,"32,202",100.00%
MO,Sullivan,6,"6,714",100.00%
MO,Taney,7,"51,675",100.00%
MO,Texas,8,"26,008",100.00%
MO,Vernon,4,"21,159",100.00%
MO,Warren,3,"32,513",100.00%
MO,Washington,8,"25,195",100.00%
MO,Wayne,8,"13,521",100.00%
MO,Webster,4,"28,028",77.40%
MO,Webster,7,"8,174",22.60%
MO,Worth,6,"2,171",100.00%
MO,Wright,8,"18,815",100.00%
MO,St. Louis city,1,"319,294",100.00%
MS,Adams,3,"32,297",100.00%
MS,Alcorn,1,"37,057",100.00%
MS,Amite,3,"13,131",100.00%
MS,Attala,2,"19,564",100.00%
MS,Benton,1,"8,729",100.00%
MS,Bolivar,2,"34,145",100.00%
MS,Calhoun,1,"14,962",100.00%
MS,Carroll,2,"10,597",100.00%
MS,Chickasaw,1,"17,392",100.00%
MS,Choctaw,1,"8,547",100.00%
MS,Claiborne,2,"9,604",100.00%
MS,Clarke,3,"14,694",87.80%
MS,Clarke,4,"2,038",12.20%
MS,Clay,1,"20,634",100.00%
MS,Coahoma,2,"26,151",100.00%
MS,Copiah,2,"29,449",100.00%
MS,Covington,3,"19,568",100.00%
MS,DeSoto,1,"161,252",100.00%
MS,Forrest,4,"74,934",100.00%
MS,Franklin,3,"8,118",100.00%
MS,George,4,"22,578",100.00%
MS,Greene,4,"14,400",100.00%
MS,Grenada,2,"21,906",100.00%
MS,Hancock,4,"43,929",100.00%
MS,Harrison,4,"187,105",100.00%
MS,Hinds,2,"214,647",87.50%
MS,Hinds,3,"30,638",12.50%
MS,Holmes,2,"19,198",100.00%
MS,Humphreys,2,"9,375",100.00%
MS,Issaquena,2,"1,406",100.00%
MS,Itawamba,1,"23,401",100.00%
MS,Jackson,4,"139,668",100.00%
MS,Jasper,3,"17,062",100.00%
MS,Jefferson,2,"7,726",100.00%
MS,Jefferson Davis,3,"12,487",100.00%
MS,Jones,4,"67,761",100.00%
MS,Kemper,3,"10,456",100.00%
MS,Lafayette,1,"47,351",100.00%
MS,Lamar,4,"55,658",100.00%
MS,Lauderdale,3,"80,261",100.00%
MS,Lawrence,3,"12,929",100.00%
MS,Leake,2,"23,805",100.00%
MS,Lee,1,"82,910",100.00%
MS,Leflore,2,"32,317",100.00%
MS,Lincoln,3,"34,869",100.00%
MS,Lowndes,1,"59,779",100.00%
MS,Madison,2,"26,942",28.30%
MS,Madison,3,"68,261",71.70%
MS,Marion,4,"27,088",100.00%
MS,Marshall,1,"37,144",100.00%
MS,Monroe,1,"36,989",100.00%
MS,Montgomery,2,"10,925",100.00%
MS,Neshoba,3,"29,676",100.00%
MS,Newton,3,"21,720",100.00%
MS,Noxubee,3,"11,545",100.00%
MS,Oktibbeha,1,"3,161",6.60%
MS,Oktibbeha,3,"44,510",93.40%
MS,Panola,2,"34,707",100.00%
MS,Pearl River,4,"55,834",100.00%
MS,Perry,4,"12,250",100.00%
MS,Pike,3,"40,404",100.00%
MS,Pontotoc,1,"29,957",100.00%
MS,Prentiss,1,"25,276",100.00%
MS,Quitman,2,"8,223",100.00%
MS,Rankin,3,"141,617",100.00%
MS,Scott,3,"28,264",100.00%
MS,Sharkey,2,"4,916",100.00%
MS,Simpson,3,"27,503",100.00%
MS,Smith,3,"16,491",100.00%
MS,Stone,4,"17,786",100.00%
MS,Sunflower,2,"29,450",100.00%
MS,Tallahatchie,2,"15,378",100.00%
MS,Tate,1,"28,886",100.00%
MS,Tippah,1,"22,232",100.00%
MS,Tishomingo,1,"19,593",100.00%
MS,Tunica,2,"10,778",100.00%
MS,Union,1,"27,134",100.00%
MS,Walthall,3,"15,443",100.00%
MS,Warren,2,"48,773",100.00%
MS,Washington,2,"51,137",100.00%
MS,Wayne,4,"20,747",100.00%
MS,Webster,1,"10,253",100.00%
MS,Wilkinson,3,"9,878",100.00%
MS,Winston,1,"19,198",100.00%
MS,Yalobusha,2,"12,678",100.00%
MS,Yazoo,2,"28,065",100.00%
MT,Beaverhead,1,"9,246",100.00%
MT,Big Horn,1,"12,865",100.00%
MT,Blaine,1,"6,491",100.00%
MT,Broadwater,1,"5,612",100.00%
MT,Carbon,1,"10,078",100.00%
MT,Carter,1,"1,160",100.00%
MT,Cascade,1,"81,327",100.00%
MT,Chouteau,1,"5,813",100.00%
MT,Custer,1,"11,699",100.00%
MT,Daniels,1,"1,751",100.00%
MT,Dawson,1,"8,966",100.00%
MT,Deer Lodge,1,"9,298",100.00%
MT,Fallon,1,"2,890",100.00%
MT,Fergus,1,"11,586",100.00%
MT,Flathead,1,"90,928",100.00%
MT,Gallatin,1,"89,513",100.00%
MT,Garfield,1,"1,206",100.00%
MT,Glacier,1,"13,399",100.00%
MT,Golden Valley,1,884,100.00%
MT,Granite,1,"3,079",100.00%
MT,Hill,1,"16,096",100.00%
MT,Jefferson,1,"11,406",100.00%
MT,Judith Basin,1,"2,072",100.00%
MT,Lake,1,"28,746",100.00%
MT,Lewis and Clark,1,"63,395",100.00%
MT,Liberty,1,"2,339",100.00%
MT,Lincoln,1,"19,687",100.00%
MT,McCone,1,"1,734",100.00%
MT,Madison,1,"7,691",100.00%
MT,Meagher,1,"1,891",100.00%
MT,Mineral,1,"4,223",100.00%
MT,Missoula,1,"109,299",100.00%
MT,Musselshell,1,"4,538",100.00%
MT,Park,1,"15,636",100.00%
MT,Petroleum,1,494,100.00%
MT,Phillips,1,"4,253",100.00%
MT,Pondera,1,"6,153",100.00%
MT,Powder River,1,"1,743",100.00%
MT,Powell,1,"7,027",100.00%
MT,Prairie,1,"1,179",100.00%
MT,Ravalli,1,"40,212",100.00%
MT,Richland,1,"9,746",100.00%
MT,Roosevelt,1,"10,425",100.00%
MT,Rosebud,1,"9,233",100.00%
MT,Sanders,1,"11,413",100.00%
MT,Sheridan,1,"3,384",100.00%
MT,Silver Bow,1,"34,200",100.00%
MT,Stillwater,1,"9,117",100.00%
MT,Sweet Grass,1,"3,651",100.00%
MT,Teton,1,"6,073",100.00%
MT,Toole,1,"5,324",100.00%
MT,Treasure,1,718,100.00%
MT,Valley,1,"7,369",100.00%
MT,Wheatland,1,"2,168",100.00%
MT,Wibaux,1,"1,017",100.00%
MT,Yellowstone,1,"147,972",100.00%
NC,Alamance,13,"151,131",100.00%
NC,Alexander,5,"37,198",100.00%
NC,Alleghany,5,"11,155",100.00%
NC,Anson,9,"26,948",100.00%
NC,Ashe,5,"27,281",100.00%
NC,Avery,11,"17,797",100.00%
NC,Beaufort,3,"47,759",100.00%
NC,Bertie,1,"21,282",100.00%
NC,Bladen,7,"35,190",100.00%
NC,Brunswick,7,"107,431",100.00%
NC,Buncombe,11,"238,318",100.00%
NC,Burke,5,"90,912",100.00%
NC,Cabarrus,8,"178,011",100.00%
NC,Caldwell,5,"83,029",100.00%
NC,Camden,3,"9,980",100.00%
NC,Carteret,3,"66,469",100.00%
NC,Caswell,13,"23,719",100.00%
NC,Catawba,5,"15,316",9.90%
NC,Catawba,10,"139,042",90.10%
NC,Chatham,4,"42,882",67.50%
NC,Chatham,13,"20,623",32.50%
NC,Cherokee,11,"27,444",100.00%
NC,Chowan,3,"14,793",100.00%
NC,Clay,11,"10,587",100.00%
NC,Cleveland,5,"98,078",100.00%
NC,Columbus,7,"58,098",100.00%
NC,Craven,3,"103,505",100.00%
NC,Cumberland,8,"319,431",100.00%
NC,Currituck,3,"23,547",100.00%
NC,Dare,3,"33,920",100.00%
NC,Davidson,13,"162,878",100.00%
NC,Davie,13,"41,240",100.00%
NC,Duplin,3,"58,505",100.00%
NC,Durham,4,"267,587",100.00%
NC,Edgecombe,1,"56,552",100.00%
NC,Forsyth,6,"245,092",69.90%
NC,Forsyth,10,"105,578",30.10%
NC,Franklin,4,"60,619",100.00%
NC,Gaston,5,"206,086",100.00%
NC,Gates,1,"12,197",100.00%
NC,Graham,11,"8,861",100.00%
NC,Granville,4,"59,916",100.00%
NC,Greene,1,"21,362",100.00%
NC,Guilford,6,"488,406",100.00%
NC,Halifax,1,"54,691",100.00%
NC,Harnett,7,"45,587",39.80%
NC,Harnett,8,"69,091",60.20%
NC,Haywood,11,"59,036",100.00%
NC,Henderson,11,"106,740",100.00%
NC,Hertford,1,"24,669",100.00%
NC,Hoke,9,"46,952",100.00%
NC,Hyde,3,"5,810",100.00%
NC,Iredell,10,"157,491",98.80%
NC,Iredell,13,"1,946",1.20%
NC,Jackson,11,"40,271",100.00%
NC,Johnston,7,"168,878",100.00%
NC,Jones,3,"10,153",100.00%
NC,Lee,8,"45,549",78.70%
NC,Lee,13,"12,317",21.30%
NC,Lenoir,3,"59,495",100.00%
NC,Lincoln,10,"78,265",100.00%
NC,McDowell,11,"44,996",100.00%
NC,Macon,11,"33,922",100.00%
NC,Madison,11,"20,764",100.00%
NC,Martin,1,"24,505",100.00%
NC,Mecklenburg,9,"186,129",20.20%
NC,Mecklenburg,12,"733,499",79.80%
NC,Mitchell,11,"15,579",100.00%
NC,Montgomery,8,"27,798",100.00%
NC,Moore,8,"33,033",37.40%
NC,Moore,9,"55,214",62.60%
NC,Nash,1,"95,840",100.00%
NC,New Hanover,7,"202,667",100.00%
NC,Northampton,1,"22,099",100.00%
NC,Onslow,3,"177,772",100.00%
NC,Orange,4,"133,801",100.00%
NC,Pamlico,3,"13,144",100.00%
NC,Pasquotank,3,"40,661",100.00%
NC,Pender,7,"52,217",100.00%
NC,Perquimans,3,"13,453",100.00%
NC,Person,13,"39,464",100.00%
NC,Pitt,1,"118,022",70.20%
NC,Pitt,3,"50,126",29.80%
NC,Polk,11,"20,510",100.00%
NC,Randolph,13,"141,752",100.00%
NC,Richmond,9,"46,639",100.00%
NC,Robeson,9,"134,168",100.00%
NC,Rockingham,10,"93,643",100.00%
